,official gene symbol,cell type (general),cell type id (human),gene id
2461,TBX18,Pericytes,Q101405045,Q18033823
2462,TBX18,Vascular smooth muscle cells,Q101404937,Q18033823
2463,FUT4,Cardiac stem and precursor cells,Q101405076,Q18024829
2464,FUT4,Embryonic stem cells,Q101405112,Q18024829
2465,FUT4,Eosinophils,Q101405048,Q18024829
2466,FUT4,Macrophages,Q101405081,Q18024829
2467,FUT4,Monocytes,Q101405036,Q18024829
2468,FUT4,Myeloid-derived suppressor cells,Q101062473,Q18024829
2469,FUT4,Myeloid-derived suppressor cells,Q101404944,Q18024829
2470,FUT4,Neutrophils,Q101405102,Q18024829
2471,KITLG,Cardiac stem and precursor cells,Q101405076,Q14912445
2472,KITLG,Embryonic stem cells,Q101405112,Q14912445
2473,KITLG,Hematopoietic stem cells,Q101405052,Q14912445
2474,KITLG,Sertoli cells,Q101404909,Q14912445
2475,NKX2-5,Cardiac stem and precursor cells,Q101405076,Q17911158
2476,NKX2-5,Cardiomyocytes,Q101405077,Q17911158
2477,GATA4,Cardiac stem and precursor cells,Q101405076,Q4039110
2478,GATA4,Cardiomyocytes,Q101405077,Q4039110
2479,GATA4,Enterocytes,Q101405073,Q4039110
2480,GATA4,Leydig cells,Q101405116,Q4039110
2481,GATA4,Myocytes,Q101404903,Q4039110
2482,GATA4,Sertoli cells,Q101404909,Q4039110
2483,ETV2,Cardiac stem and precursor cells,Q101405076,Q17917646
2484,ETV2,Hemangioblasts,Q101404945,Q17917646
2485,KIT,Cardiac stem and precursor cells,Q101405076,Q20969938
2486,KIT,Dendritic cells,Q101404869,Q20969938
2487,KIT,Embryonic stem cells,Q101405112,Q20969938
2488,KIT,Erythroblasts,Q101405046,Q20969938
2489,KIT,Erythroid-like and erythroid precursor cells,Q101404957,Q20969938
2490,KIT,Hematopoietic stem cells,Q101405052,Q20969938
2491,KIT,Mast cells,Q101404923,Q20969938
2492,KIT,Müller cells,Q101405096,Q20969938
2493,KIT,Müller cells,Q101405097,Q20969938
2494,KIT,NK cells,Q68620803,Q20969938
2495,KIT,Stromal cells,Q101404941,Q20969938
2496,ABCG2,Cardiac stem and precursor cells,Q101405076,Q4650095
2497,ABCG2,Embryonic stem cells,Q101405112,Q4650095
2498,ABCG2,Endothelial cells,Q101404908,Q4650095
2499,ABCG2,Endothelial cells (blood brain barrier),Q101405062,Q4650095
2500,ABCG2,Enterocytes,Q101405073,Q4650095
2501,ABCG2,Hematopoietic stem cells,Q101405052,Q4650095
2502,ABCG2,Mammary epithelial cells,Q101404863,Q4650095
2503,MESP1,Cardiac stem and precursor cells,Q101405076,Q18042144
2504,MESP1,Satellite cells,Q101404953,Q18042144
2505,ADGRL2,Cardiac stem and precursor cells,Q101405076,Q18037048
2506,ADGRL2,Interneurons,Q101405035,Q18037048
2507,TBX3,Cardiac stem and precursor cells,Q101405076,Q18031866
2508,TBX3,Myoblasts,Q101404940,Q18031866
2509,TBX4,Cardiac stem and precursor cells,Q101405076,Q18034328
2510,WNT5A,Cardiac stem and precursor cells,Q101405076,Q18032361
2511,WNT5A,Luminal epithelial cells,Q101404886,Q18032361
2512,WNT5A,Osteoblasts,Q101405044,Q18032361
2513,ANKRD1,Cardiac stem and precursor cells,Q101405076,Q18038575
2514,ANKRD1,Cardiomyocytes,Q101405077,Q18038575
2515,ANKRD1,Myocytes,Q101404903,Q18038575
2516,ANKRD1,Smooth muscle cells,Q101404901,Q18038575
2517,TNNC1,Cardiomyocytes,Q101405077,Q18032046
2518,TNNC1,Myocytes,Q101404903,Q18032046
2519,ADM,Cardiomyocytes,Q101405077,Q18247430
2520,ADM,Enterochromaffin cells,Q101405125,Q18247430
2521,ADM,Pericytes,Q101405045,Q18247430
2522,ADM,Podocytes,Q101405039,Q18247430
2523,ADM,Tanycytes,Q101405074,Q18247430
2524,ALCAM ,Cardiomyocytes,Q101405077,Q17816630
2525,NPPA,Cardiomyocytes,Q101405077,Q14860791
2526,NPPA,Myocytes,Q101404903,Q14860791
2527,FGF2,Cardiomyocytes,Q101405077,Q20969945
2528,FGF2,Fibroblasts,Q101404861,Q20969945
2529,NPPB,Cardiomyocytes,Q101405077,Q14865348
2530,NPPB,Myocytes,Q101404903,Q14865348
2531,TNNI3,Cardiomyocytes,Q101405077,Q18032049
2532,TNNI3,Granulosa cells,Q101404921,Q18032049
2533,TNNT2,Cardiomyocytes,Q101405077,Q18032051
2534,NPPC,Cardiomyocytes,Q101405077,Q18030202
2535,DES,Cardiomyocytes,Q101405077,Q14864844
2536,DES,Hepatic stellate cells,Q101404946,Q14864844
2537,DES,Mesothelial cells,Q101405100,Q14864844
2538,DES,Myoblasts,Q101404940,Q14864844
2539,DES,Myocytes,Q101404903,Q14864844
2540,DES,Myofibroblasts,Q101404949,Q14864844
2541,DES,Pericytes,Q101405045,Q14864844
2542,DES,Podocytes,Q101405039,Q14864844
2543,DES,Sertoli cells,Q101404909,Q14864844
2544,DES,Smooth muscle cells,Q101404901,Q14864844
2545,DES,Stromal cells,Q101404941,Q14864844
2546,HAND2,Cardiomyocytes,Q101405077,Q18034303
2547,HAND2,Enteric neurons,Q101404906,Q18034303
2548,HAND1,Cardiomyocytes,Q101405077,Q18034080
2549,HAND1,Trophoblast cells,Q101404927,Q18034080
2550,GATA6,Cardiomyocytes,Q101405077,Q18025483
2551,GATA6,Macrophages,Q101405081,Q18025483
2552,GATA6,Sertoli cells,Q101404909,Q18025483
2553,MYL2,Cardiomyocytes,Q101405077,Q18029761
2554,ACTA1,Cardiomyocytes,Q101405077,Q17709256
2555,ACTA1,Myocytes,Q101404903,Q17709256
2556,RBM20,Cardiomyocytes,Q101405077,Q18054048
2557,VLDLR,Cardiomyocytes,Q101405077,Q14897864
2558,VLDLR,Interneurons,Q101405035,Q14897864
2559,VLDLR,Neuroblasts,Q101405031,Q14897864
2560,VLDLR,Oligodendrocytes,Q101404898,Q14897864
2561,ALPK3,Cardiomyocytes,Q101405077,Q18043126
2562,RBM24,Cardiomyocytes,Q101405077,Q18053519
2563,CKMT2,Cardiomyocytes,Q101405077,Q17862004
2564,SPEG,Cardiomyocytes,Q101405077,Q18035194
2565,SPEG,Smooth muscle cells,Q101404901,Q18035194
2566,MYH7B,Cardiomyocytes,Q101405077,Q18044331
2567,MYOM2,Cardiomyocytes,Q101405077,Q18033888
2568,MYOM1,Cardiomyocytes,Q101405077,Q18033273
2569,PDLIM5,Cardiomyocytes,Q101405077,Q18035527
2570,MYH7,Cardiomyocytes,Q101405077,Q14876107
2571,MYH7,Myocytes,Q101404903,Q14876107
2572,PLN,Cardiomyocytes,Q101405077,Q14873914
2573,PLN,Smooth muscle cells,Q101404901,Q14873914
2574,TCAP,Cardiomyocytes,Q101405077,Q18033105
2575,TCAP,Myocytes,Q101404903,Q18033105
2576,SORBS2,Cardiomyocytes,Q101405077,Q18032960
2577,RYR2,Cardiomyocytes,Q101405077,Q18031341
2578,RYR2,Neurons,Q101405104,Q18031341
2579,OBSCN,Cardiomyocytes,Q101405077,Q18047361
2580,OBSCN,Smooth muscle cells,Q101404901,Q18047361
2581,ACTC1,Cardiomyocytes,Q101405077,Q17709273
2582,ACTC1,Myocytes,Q101404903,Q17709273
2583,ACTC1,Smooth muscle cells,Q101404901,Q17709273
2584,MYL3,Cardiomyocytes,Q101405077,Q18029764
2585,CORO6,Cardiomyocytes,Q101405077,Q18047901
2586,PDE4D,Cardiomyocytes,Q101405077,Q18030409
2587,NEXN,Cardiomyocytes,Q101405077,Q18048539
2588,NEXN,Smooth muscle cells,Q101404901,Q18048539
2589,FHL2,Cardiomyocytes,Q101405077,Q17928415
2590,FHL2,Endothelial cells,Q101404908,Q17928415
2591,FHL2,Myocytes,Q101404903,Q17928415
2592,FHL2,NK cells,Q68620803,Q17928415
2593,FHL2,Smooth muscle cells,Q101404901,Q17928415
2594,MYBPC3,Cardiomyocytes,Q101405077,Q18029708
2595,TTN,Cardiomyocytes,Q101405077,Q14865286
2596,TTN,Myoblasts,Q101404940,Q14865286
2597,TTN,Myocytes,Q101404903,Q14865286
2598,GPIHBP1,Cardiomyocytes,Q101405077,Q18055196
2599,GPIHBP1,Endothelial cells,Q101404908,Q18055196
2600,GPIHBP1,Kupffer cells,Q101405068,Q18055196
2601,GPIHBP1,Pericytes,Q101405045,Q18055196
2602,DMD,Cardiomyocytes,Q101405077,Q14864292
2603,DMD,Myocytes,Q101404903,Q14864292
2604,DMD,Satellite cells,Q101404953,Q14864292
2605,MFN2,Cardiomyocytes,Q101405077,Q15334407
2606,ASB2,Cardiomyocytes,Q101405077,Q18040502
2607,ART3,Cardiomyocytes,Q101405077,Q17832144
2608,ART3,Enterocytes,Q101405073,Q17832144
2609,ART3,Schwann cells,Q101404893,Q17832144
2610,RRAD,Cardiomyocytes,Q101405077,Q18031322
2611,RRAD,Smooth muscle cells,Q101404901,Q18031322
2612,ADPRHL1,Cardiomyocytes,Q101405077,Q18048917
2613,JPH2,Cardiomyocytes,Q101405077,Q18042938
2614,JPH2,Smooth muscle cells,Q101404901,Q18042938
2615,PYGM,Cardiomyocytes,Q101405077,Q18030983
2616,PYGM,Myocytes,Q101404903,Q18030983
2617,HSPB7,Cardiomyocytes,Q101405077,Q18038659
2618,MYOZ2,Cardiomyocytes,Q101405077,Q18040586
2619,ENO3,Cardiomyocytes,Q101405077,Q17916829
2620,ENO3,Fibroblasts,Q101404861,Q17916829
2621,ENO3,Myoblasts,Q101404940,Q17916829
2622,ENO3,Myocytes,Q101404903,Q17916829
2623,TRDN,Cardiomyocytes,Q101405077,Q18035314
2624,ACTN2,Cardiomyocytes,Q101405077,Q4676902
2625,ACTN2,Myocytes,Q101404903,Q4676902
2626,TNNI1,Cardiomyocytes,Q101405077,Q18032047
2627,TNNI1,Loop of Henle cells,Q101405109,Q18032047
2628,TNNI1,Myocytes,Q101404903,Q18032047
2629,SMPX,Cardiomyocytes,Q101405077,Q18037581
2630,SMPX,Mast cells,Q101404923,Q18037581
2631,MYL7,Cardiomyocytes,Q101405077,Q18044939
2632,TBX20,Cardiomyocytes,Q101405077,Q7669574
2633,TBX20,Fibroblasts,Q101404861,Q7669574
2634,TRIM63,Cardiomyocytes,Q101405077,Q18047719
2635,MB,Cardiomyocytes,Q101405077,Q14819296
2636,CTGF,Cardiomyocytes,Q101405077,Q14907752
2637,CTGF,Endothelial cells,Q101404908,Q14907752
2638,CTGF,Fibroblasts,Q101404861,Q14907752
2639,CTGF,Hepatic stellate cells,Q101404946,Q14907752
2640,CTGF,Interneurons,Q101405035,Q14907752
2641,CTGF,Mesangial cells,Q101405121,Q14907752
2642,CTGF,Pancreatic stellate cells,Q101404859,Q14907752
2643,CTGF,Pericytes,Q101405045,Q14907752
2644,CTGF,Podocytes,Q101405039,Q14907752
2645,CTGF,Pulmonary alveolar type I cells,Q101405061,Q14907752
2646,CTGF,Tanycytes,Q101405074,Q14907752
2647,MYL4,Cardiomyocytes,Q101405077,Q18029766
2648,CPT1A,Cardiomyocytes,Q101405077,Q5044069
2649,SOX18,Cardiomyocytes,Q101405077,Q18040984
2650,SOX18,Endothelial cells,Q101404908,Q18040984
2651,SOX18,Endothelial cells (aorta),Q101404926,Q18040984
2652,NOTCH1,Cardiomyocytes,Q101405077,Q18252685
2653,NOTCH1,Hematopoietic stem cells,Q101405052,Q18252685
2654,NOTCH1,Immature neurons,Q101405067,Q18252685
2655,NOTCH1,Retinal progenitor cells,Q101404912,Q18252685
2656,NOTCH1,Thymocytes,Q101405038,Q18252685
2657,SLN,Cardiomyocytes,Q101405077,Q18031589
2658,CSRP3,Cardiomyocytes,Q101405077,Q18032716
2659,TXLNB,Cardiomyocytes,Q101405077,Q18052831
2660,ATP2A2,Cardiomyocytes,Q101405077,Q17833212
2661,CKM,Cardiomyocytes,Q101405077,Q17862002
2662,CKM,Myocytes,Q101404903,Q17862002
2663,CKB,Cardiomyocytes,Q101405077,Q17861992
2664,IL11RA,Cardiomyocytes,Q101405077,Q18027864
2665,ZFPM2,Cardiomyocytes,Q101405077,Q18037162
2666,BDNF,Cardiomyocytes,Q101405077,Q14863330
2667,GJA5,Cardiomyocytes,Q101405077,Q18025961
2668,GJA5,Endothelial cells,Q101404908,Q18025961
2669,GJA5,Endothelial cells (aorta),Q101404926,Q18025961
2670,GJA5,His bundle cells,Q101404892,Q18025961
2671,GJA5,Purkinje fiber cells,Q101404887,Q18025961
2672,FMOD,Cardiomyocytes,Q101405077,Q17928896
2673,FMOD,Mesothelial cells,Q101405100,Q17928896
2674,MTTP,Cardiomyocytes,Q101405077,Q18029579
2675,MTTP,Enterocytes,Q101405073,Q18029579
2676,SLC5A1,Cardiomyocytes,Q101405077,Q15318084
2677,SLC5A1,Enterocytes,Q101405073,Q15318084
2678,SLC5A1,Proximal tubule cells,Q101404885,Q15318084
2679,TRPV1,Cardiomyocytes,Q101405077,Q14908164
2680,TRPV1,Urothelial cells,Q101404883,Q14908164
2681,SGPL1,Cardiomyocytes,Q101405077,Q18033498
2682,SGPL1,Olfactory epithelial cells,Q101405047,Q18033498
2683,HMGB2,Cardiomyocytes,Q101405077,Q18027005
2684,HMGB2,Gamma delta T cells,Q101405093,Q18027005
2685,STC1,Cardiomyocytes,Q101405077,Q18031755
2686,STC1,Principal cells,Q101404911,Q18031755
2687,FGF23,Cardiomyocytes,Q101405077,Q14897899
2688,FGF23,Osteocytes,Q101404904,Q14897899
2689,STRN,Cardiomyocytes,Q101405077,Q18031768
2690,HEY2,Cardiomyocytes,Q101405077,Q18037215
2691,HEY2,Endothelial cells (aorta),Q101404926,Q18037215
2692,HEY2,Loop of Henle cells,Q101405109,Q18037215
2693,ADIPOR1,Cardiomyocytes,Q101405077,Q4651125
2694,ADIPOR1,Sebocytes,Q101405069,Q4651125
2695,ADIPOR2,Cardiomyocytes,Q101405077,Q4651127
2696,PDE1A,Cardiomyocytes,Q101405077,Q18030401
2697,PDE1A,Interneurons,Q101405035,Q18030401
2698,PDE1A,Neurons,Q101405104,Q18030401
2699,PDE1A,Purkinje neurons,Q101404913,Q18030401
2700,CASQ2,Cardiomyocytes,Q101405077,Q17855954
2701,TPM1,Cardiomyocytes,Q101405077,Q18032079
2702,TPM1,Peritubular myoid cells,Q101405058,Q18032079
2703,SSTR2,Cholangiocytes,Q101405042,Q18031731
2704,SSTR2,Enteroendocrine cells,Q101404935,Q18031731
2705,SSTR2,Immature neurons,Q101405067,Q18031731
2706,SLC4A2,Cholangiocytes,Q101405042,Q18031531
2707,SLC4A2,Choroid plexus cells,Q101404896,Q18031531
2708,SCTR,Cholangiocytes,Q101405042,Q18031409
2709,KRT7,Cholangiocytes,Q101405042,Q14864152
2710,KRT7,Ductal cells,Q101404956,Q14864152
2711,KRT7,Epithelial cells,Q101404948,Q14864152
2712,KRT7,Goblet cells,Q101405054,Q14864152
2713,KRT7,Mammary epithelial cells,Q101404863,Q14864152
2714,KRT7,Mesothelial cells,Q101405100,Q14864152
2715,KRT7,Pulmonary alveolar type I cells,Q101405061,Q14864152
2716,KRT7,Sebocytes,Q101405069,Q14864152
2717,KRT7,Trophoblast cells,Q101404927,Q14864152
2718,KCNN2,Cholangiocytes,Q101405042,Q18028224
2719,GGT6,Cholangiocytes,Q101405042,Q18049608
2720,CFTR,Cholangiocytes,Q101405042,Q14864712
2721,CFTR,Ductal cells,Q101404956,Q14864712
2722,CFTR,Ionocytes,Q101404947,Q14864712
2723,CCKBR,Cholangiocytes,Q101405042,Q5104299
2724,CCKBR,Neuroblasts,Q101405031,Q5104299
2725,GGT1,Cholangiocytes,Q101405042,Q18025822
2726,GGT1,Epithelial cells,Q101404948,Q18025822
2727,GGT1,Hepatoblasts,Q101404910,Q18025822
2728,JAG1,Cholangiocytes,Q101405042,Q18251749
2729,JAG1,Distal tubule cells,Q101405088,Q18251749
2730,JAG1,Intercalated cells,Q101404915,Q18251749
2731,GPBAR1,Cholangiocytes,Q101405042,Q18052005
2732,GGT7,Cholangiocytes,Q101405042,Q18025864
2733,GGT7,Retinal ganglion cells,Q101405117,Q18025864
2734,KRT19,Cholangiocytes,Q101405042,Q14864204
2735,KRT19,Ductal cells,Q101404956,Q14864204
2736,KRT19,Luminal epithelial cells,Q101404886,Q14864204
2737,KRT19,Mammary epithelial cells,Q101404863,Q14864204
2738,ONECUT2,Cholangiocytes,Q101405042,Q18034318
2739,ONECUT2,Microfold cells,Q101404934,Q18034318
2740,ALPL,Cholangiocytes,Q101405042,Q17825104
2741,ALPL,Osteoblasts,Q101405044,Q17825104
2742,ALPL,Pericytes,Q101405045,Q17825104
2743,ALPL,Pluripotent stem cells,Q101405055,Q17825104
2744,ALPL,Proximal tubule cells,Q101404885,Q17825104
2745,HNF1B,Cholangiocytes,Q101405042,Q18031868
2746,HNF1B,Ductal cells,Q101404956,Q18031868
2747,HNF1B,Hepatoblasts,Q101404910,Q18031868
2748,ALB,Cholangiocytes,Q101405042,Q424232
2749,ALB,Hepatic stellate cells,Q101404946,Q424232
2750,ALB,Hepatoblasts,Q101404910,Q424232
2751,ALB,Hepatocytes,Q101405101,Q424232
2752,TFF3,Cholangiocytes,Q101405042,Q18031966
2753,TFF3,Goblet cells,Q101405054,Q18031966
2754,TFF3,Microglia,Q101404888,Q18031966
2755,TFF3,Neurons,Q101405104,Q18031966
2756,TFF3,Proximal tubule cells,Q101404885,Q18031966
2757,TFF1,Cholangiocytes,Q101405042,Q18031964
2758,TFF1,Ductal cells,Q101404956,Q18031964
2759,TFF1,Foveolar cells,Q101405056,Q18031964
2760,EPCAM,Cholangiocytes,Q101405042,Q18028744
2761,EPCAM,Embryonic stem cells,Q101405112,Q18028744
2762,EPCAM,Epiblast cells,Q101404877,Q18028744
2763,EPCAM,Epithelial cells,Q101404948,Q18028744
2764,EPCAM,Langerhans cells,Q101405080,Q18028744
2765,CLDN4,Cholangiocytes,Q101405042,Q17909139
2766,CLDN4,Ductal cells,Q101404956,Q17909139
2767,CLDN4,Luminal epithelial cells,Q101404886,Q17909139
2768,CLDN4,Mammary epithelial cells,Q101404863,Q17909139
2769,CLDN4,Principal cells,Q101404911,Q17909139
2770,DEFB1,Cholangiocytes,Q101405042,Q5251459
2771,DEFB1,Distal tubule cells,Q101405088,Q5251459
2772,DEFB1,Ductal cells,Q101404956,Q5251459
2773,DEFB1,Epithelial cells,Q101404948,Q5251459
2774,DEFB1,Hepatocytes,Q101405101,Q5251459
2775,DEFB1,Loop of Henle cells,Q101405109,Q5251459
2776,CXCL1,Cholangiocytes,Q101405042,Q14907809
2777,CXCL1,Endothelial cells,Q101404908,Q14907809
2778,CXCL1,Keratinocytes,Q101405049,Q14907809
2779,CXCL1,Loop of Henle cells,Q101405109,Q14907809
2780,CXCL1,Macrophages,Q101405081,Q14907809
2781,CXCL1,Myoblasts,Q101404940,Q14907809
2782,CXCL1,Neurons,Q101405104,Q14907809
2783,CXCL1,Satellite cells,Q101404953,Q14907809
2784,CXCL6,Cholangiocytes,Q101405042,Q18031421
2785,LGALS2,Cholangiocytes,Q101405042,Q18028526
2786,LGALS2,Enterocytes,Q101405073,Q18028526
2787,LGALS2,Foveolar cells,Q101405056,Q18028526
2788,LGALS2,Paneth cells,Q101405040,Q18028526
2789,TACSTD2,Cholangiocytes,Q101405042,Q18028738
2790,TACSTD2,Ductal cells,Q101404956,Q18028738
2791,TACSTD2,Principal cells,Q101404911,Q18028738
2792,ELF3,Cholangiocytes,Q101405042,Q17916429
2793,ELF3,Enterocytes,Q101405073,Q17916429
2794,ELF3,Epithelial cells,Q101404948,Q17916429
2795,SPP1,Cholangiocytes,Q101405042,Q14876614
2796,SPP1,Ductal cells,Q101404956,Q14876614
2797,SPP1,Osteoblasts,Q101405044,Q14876614
2798,SPP1,Osteoclasts,Q101404928,Q14876614
2799,LGALS4,Cholangiocytes,Q101405042,Q18028534
2800,LGALS4,Ductal cells,Q101404956,Q18028534
2801,LGALS4,Epithelial cells,Q101404948,Q18028534
2802,LGALS4,Foveolar cells,Q101405056,Q18028534
2803,CHAT,Cholinergic neurons,Q101405051,Q14863671
2804,CHAT,Interneurons,Q101405035,Q14863671
2805,CHAT,Motor neurons,Q101404862,Q14863671
2806,CHAT,Neurons,Q101405104,Q14863671
2807,SLC18A3,Cholinergic neurons,Q101405051,Q18031575
2808,SLC18A3,Dopaminergic neurons,Q101405098,Q18031575
2809,SLC18A3,Enteric neurons,Q101404906,Q18031575
2810,SLC18A3,Noradrenergic neurons,Q101404932,Q18031575
2811,SLC5A7,Cholinergic neurons,Q101405051,Q18045336
2812,SLC5A7,Enteric neurons,Q101404906,Q18045336
2813,SLC5A7,Interneurons,Q101405035,Q18045336
2814,TAC1,Cholinergic neurons,Q101405051,Q18031813
2815,TAC1,Enteric neurons,Q101404906,Q18031813
2816,TAC1,Enteroendocrine cells,Q101404935,Q18031813
2817,TAC1,Leydig cells,Q101405116,Q18031813
2818,TAC1,Neuroendocrine cells,Q101405206,Q18031813
2819,TAC1,Trigeminal neurons,Q101404857,Q18031813
2820,BRCA1,Cholinergic neurons,Q101405051,Q227339
2821,BRCA1,Epithelial cells,Q101404948,Q227339
2822,BRCA1,Germ cells,Q101404931,Q227339
2823,ACLY,Cholinergic neurons,Q101405051,Q18016342
2824,ACLY,Hepatocytes,Q101405101,Q18016342
2825,PRG4,Chondrocytes,Q101405092,Q18035131
2826,PRG4,Delta cells,Q101404889,Q18035131
2827,PRG4,Epithelial cells,Q101404948,Q18035131
2828,PRG4,Fibroblasts,Q101404861,Q18035131
2829,TNC,Chondrocytes,Q101405092,Q18027461
2830,TNC,Stromal cells,Q101404941,Q18027461
2831,CRTAC1,Chondrocytes,Q101405092,Q18041562
2832,CREB3L2,Chondrocytes,Q101405092,Q18045738
2833,RUNX2,Chondrocytes,Q101405092,Q14907085
2834,RUNX2,Mammary epithelial cells,Q101404863,Q14907085
2835,RUNX2,Osteoblasts,Q101405044,Q14907085
2836,ACAN,Chondrocytes,Q101405092,Q18016422
2837,COL2A1,Chondrocytes,Q101405092,Q14877681
2838,COL2A1,Müller cells,Q101405096,Q14877681
2839,COL2A1,Müller cells,Q101405097,Q14877681
2840,COMP,Chondrocytes,Q101405092,Q15320335
2841,MATN3,Chondrocytes,Q101405092,Q18028902
2842,RUNX3,Chondrocytes,Q101405092,Q17856022
2843,RUNX3,Macrophages,Q101405081,Q17856022
2844,RUNX3,Pulmonary alveolar type II cells,Q101404950,Q17856022
2845,SOX6,Chondrocytes,Q101405092,Q18041856
2846,BMP2,Chondrocytes,Q101405092,Q14903153
2847,BMP2,Endothelial cells,Q101404908,Q14903153
2848,FGF18,Chondrocytes,Q101405092,Q18033443
2849,GLI3,Chondrocytes,Q101405092,Q14886904
2850,GLI3,Radial glia cells,Q101404897,Q14886904
2851,PBX3,Chondrocytes,Q101405092,Q18030365
2852,PTHLH,Chondrocytes,Q101405092,Q14863103
2853,PTHLH,Trophoblast cells,Q101404927,Q14863103
2854,STAT1,Chondrocytes,Q101405092,Q14912030
2855,MMP13,Chondrocytes,Q101405092,Q18029207
2856,MMP13,Kupffer cells,Q101405068,Q18029207
2857,MMP13,Osteoblasts,Q101405044,Q18029207
2858,VEGFA,Chondrocytes,Q101405092,Q18032324
2859,VEGFA,Enteroendocrine cells,Q101404935,Q18032324
2860,VEGFA,Fibroblasts,Q101404861,Q18032324
2861,VEGFA,Hepatic stellate cells,Q101404946,Q18032324
2862,VEGFA,Megakaryocytes,Q101404874,Q18032324
2863,VEGFA,Müller cells,Q101405096,Q18032324
2864,VEGFA,Müller cells,Q101405097,Q18032324
2865,VEGFA,Pericytes,Q101405045,Q18032324
2866,VEGFA,Platelets,Q101404882,Q18032324
2867,VEGFA,Podocytes,Q101405039,Q18032324
2868,VEGFA,Pulmonary alveolar type I cells,Q101405061,Q18032324
2869,MATN1,Chondrocytes,Q101405092,Q18028896
2870,COL9A1,Chondrocytes,Q101405092,Q5145887
2871,COL9A1,Müller cells,Q101405096,Q5145887
2872,COL9A1,Müller cells,Q101405097,Q5145887
2873,COL10A1,Chondrocytes,Q101405092,Q5145893
2874,MIA,Chondrocytes,Q101405092,Q18032759
2875,SDC3,Chondrocytes,Q101405092,Q18034569
2876,EMP1,Chondrocytes,Q101405092,Q17916785
2877,EMP1,Endothelial cells,Q101404908,Q17916785
2878,COL6A1,Chondrocytes,Q101405092,Q5145891
2879,COL6A1,Müller cells,Q101405096,Q5145891
2880,COL6A1,Müller cells,Q101405097,Q5145891
2881,COL6A1,Pancreatic stellate cells,Q101404859,Q5145891
2882,CYTL1,Chondrocytes,Q101405092,Q18040986
2883,CYTL1,Endothelial cells (aorta),Q101404926,Q18040986
2884,CYTL1,T cells,Q101405075,Q18040986
2885,LUM,Chondrocytes,Q101405092,Q18028707
2886,LUM,Fibroblasts,Q101404861,Q18028707
2887,LUM,Meningeal cells,Q101405083,Q18028707
2888,LUM,Stromal cells,Q101404941,Q18028707
2889,GADD45B,Chondrocytes,Q101405092,Q18029722
2890,GADD45B,GABAergic neurons,Q56427015,Q18029722
2894,GADD45B,GABAergic neurons,Q101404939,Q18029722
2895,SCRG1,Chondrocytes,Q101405092,Q18036486
2896,SCRG1,Neurons,Q101405104,Q18036486
2897,HAPLN1,Chondrocytes,Q101405092,Q17909834
2898,COL11A1,Chondrocytes,Q101405092,Q5145894
2899,COL11A1,Müller cells,Q101405096,Q5145894
2900,COL11A1,Müller cells,Q101405097,Q5145894
2901,COL11A1,Osteoblasts,Q101405044,Q5145894
2902,S100A9,Chondrocytes,Q101405092,Q18031354
2903,S100A9,Dendritic cells,Q101404869,Q18031354
2904,S100A9,Eosinophils,Q101405048,Q18031354
2905,S100A9,Erythroid-like and erythroid precursor cells,Q101404957,Q18031354
2906,S100A9,Megakaryocytes,Q101404874,Q18031354
2907,S100A9,Microglia,Q101404888,Q18031354
2908,S100A9,Monocytes,Q101405036,Q18031354
2909,S100A9,Myeloid-derived suppressor cells,Q101062473,Q18031354
2910,S100A9,Myeloid-derived suppressor cells,Q101404944,Q18031354
2911,S100A9,Neutrophils,Q101405102,Q18031354
2912,S100A9,Platelets,Q101404882,Q18031354
2913,S100A9,T memory cells,Q101405071,Q18031354
2914,CHAD,Chondrocytes,Q101405092,Q17861616
2915,COL9A3,Chondrocytes,Q101405092,Q17908417
2916,CHODL,Chondrocytes,Q101405092,Q18050827
2917,CHODL,Myocytes,Q101404903,Q18050827
2918,CHODL,Neurons,Q101405104,Q18050827
2919,ATF4,Chondrocytes,Q101405092,Q17832657
2920,SHOX,Chondrocytes,Q101405092,Q20781917
2921,MGP,Chondrocytes,Q101405092,Q18029094
2922,MGP,Endothelial cells,Q101404908,Q18029094
2923,MGP,Fibroblasts,Q101404861,Q18029094
2924,MGP,Pancreatic stellate cells,Q101404859,Q18029094
2925,TCF4,Chondrocytes,Q101405092,Q14913982
